English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","definir multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    retornar [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


definir power_matrix(A, n):
    si n == 0:
        retornar [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    si n % 2 == 1:
        result = multiply_matrices(result, A)
    
    retornar result


definir fibonacci(n):
    si n == 0:
        retornar 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    retornar result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","definir debug_program(arr):
    n = longitud(arr)
    retornar binary_search(arr, 0, n - 1)

definir binary_search(arr, start, end):
    si start > end:
        retornar -1
    
    mid = (start + end) // 2
    
    si arr[mid] == mid:
        retornar mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    retornar max(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","importar math

definir power(x, and):
     #Check for invalid inputs
    si no es_instancia(x, (entero, punto_flotante)) o no es_instancia(and, entero):
        retornar ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    si no 1 <= x <= 10:
        retornar ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    si no 0 <= and <= 5:
        retornar ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** and

     #Check if result exceeds threshold for scientific notation
    si result > 1e6:
        retornar ""{:.2e}"".formato(result)
    sino:
        retornar result

 #Example usage
x = 2.5
and = 3
result = power(x, and)
imprimir(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","definir bubble_sort_descending(arr):
    n = longitud(arr)
    para i en rango(n - 1):
        para j en rango(n - i - 1):
            si arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    retornar arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
imprimir(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","definir sum_prime_numbers(arr):
    definir is_prime(n):
        si n <= 1:
            retornar FALSO
        para i en rango(2, entero(n**0.5) + 1):
            si n % i == 0:
                retornar FALSO
        retornar Verdadero

    prime_sum = 0
    para num en arr:
        si is_prime(num):
            prime_sum += num
    retornar prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","definir calculate_factorial(n):
    si n == 0:
        retornar 1
    sino:
        retornar n * calculate_factorial(n - 1)

definir calculate_factorials(arr):
    result = []
    para num en arr:
        result.adjuntar(calculate_factorial(num))
    retornar result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
imprimir(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","definir count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 para vowel en vowels}
    
    para char en text:
        si char.en_minuscula() en vowels:
            vowel_counts[char.en_minuscula()] += 1
    
    retornar vowel_counts

text = ""Hello World!""
result = count_vowels(text)
imprimir(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","importar random

definir generate_random_number():
    num = 0
    mientras binario(num).contar('1') != 4:
        num = random.randint(0, 15)
    retornar num

random_number = generate_random_number()
imprimir(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","definir multiply(a, b):
     #Calculate the sign of the result
    sign = -1 si (a < 0) ^ (b < 0) sino 1

     #Convert both numbers to positive
    a = valor_absoluto(a)
    b = valor_absoluto(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    mientras b:
         #If b is odd, add a to the result
        si b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    retornar sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","definir find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    para i, element en enumerar(lst):
        si longitud(cadena(element)) > longitud(longest_element):
            longest_element = cadena(element)
            longest_index = i
            longest_count = 1
        sino_si longitud(cadena(element)) == longitud(longest_element):
            longest_count += 1
    
    retornar longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

imprimir(""Longest Element:"", longest_element)
imprimir(""Index of Longest Element:"", longest_index)
imprimir(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","importar math

definir is_prime(num):
    si num <= 1:
        retornar ""Composite""

    para i en rango(2, entero(math.sqrt(num)) + 1):
        si num % i == 0:
            retornar ""Composite""

    retornar ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","definir print_primes_without_five(en_minuscula, mayúscula):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [Verdadero] * (mayúscula + 1)
    is_prime[0] = is_prime[1] = FALSO

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    mientras p * p <= mayúscula:
        si is_prime[p]:
            para i en rango(p * p, mayúscula + 1, p):
                is_prime[i] = FALSO
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    para num en rango(en_minuscula, mayúscula + 1):
        si is_prime[num] y '5' no en cadena(num):
            imprimir(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","importar time

 #Function to check if a number is prime
definir is_prime(n):
    si n < 2:
        retornar FALSO
    para i en rango(2, entero(n**0.5) + 1):
        si n % i == 0:
            retornar FALSO
    retornar Verdadero

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
definir is_prime_cached(n):
    si n en prime_cache:
        retornar prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    retornar prime

 #Timer function
definir timer(func):
    definir wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        imprimir(f""Execution time: {end - start} seconds"")
        retornar result
    retornar wrapper

 #List comprehension to generate the list of prime numbers
@timer
definir generate_prime_palindromic_fibonacci():
    retornar [num para num en rango(10000, 20001) si is_prime_cached(num) y cadena(num) == cadena(num)[::-1] y is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
definir is_fibonacci(n):
    a, b = 0, 1
    mientras b < n:
        a, b = b, a + b
    retornar b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
imprimir(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","importar math

definir average_list(lst):
    si no lst:
        retornar None
    
    si longitud(lst) == 1:
        retornar lst[0]
    
    total = 0
    contar = 0
    
    para num en lst:
        si no es_instancia(num, (entero, punto_flotante)):
            elevar_excepción Error de valor(""List contains non-numeric elements"")
        
        si es_instancia(num, complejo):
            elevar_excepción Error de valor(""List contains complex numbers"")
        
        si math.isnan(num):
            elevar_excepción Error de valor(""List contains NaN values"")
        
        si math.isinf(num):
            elevar_excepción Error de valor(""List contains infinity or negative infinity values"")
        
        si valor_absoluto(num) > 1e308:
            elevar_excepción Error de valor(""List contains numbers that are too large"")
        
        total += num
        contar += 1
    
    retornar total / contar"
"import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)","importar sqlite3

definir delete_row(connection):
    intentar:
         #Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

         #Execute the complex query
        cursor = connection.execute(""SELECT ..."")

         #Fetch the row to be deleted
        row = cursor.fetchone()

        si row:
             #Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

         #Commit the transaction
        connection.execute(""COMMIT"")

         #Close the cursor
        cursor.cerrar()

    excepto sqlite3.Error como error:
         #Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

         #Display the error message
        imprimir(f""Error: {error}"")

    finalmente:
         #Close the database connection
        connection.cerrar()

 #Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

 #Call the function to delete the row
delete_row(connection)"
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","importar re

definir extract_emails(string):
     #Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
     #Remove any duplicate email addresses
    unique_emails = lista(conjunto(matches))
    
    retornar unique_emails"
"def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))","definir clean_and_sort(lst):
   result = []
   para element en lst:
      si tipo(element) == entero:
         result.adjuntar(element + 5)
    #implement your own sorting algorithm here
   n = longitud(result)
   para i en rango(n):
      para j en rango(0, n-i-1):
         si result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   retornar result

imprimir(clean_and_sort([1, 2, ""hello""]))"
"def is_valid_palindrome(s):
    # Convert the string to lowercase
    s = s.lower()
    
    # Initialize the two pointers
    left = 0
    right = len(s) - 1
    
    while left < right:
        # Check if the left character is not alphabetic
        if not s[left].isalpha():
            left += 1
            continue
        
        # Check if the right character is not alphabetic
        if not s[right].isalpha():
            right -= 1
            continue
        
        # Check if the characters at the two positions are equal
        if s[left] != s[right]:
            return False
        
        # Move the pointers towards the middle
        left += 1
        right -= 1
    
    return True","definir is_valid_palindrome(s):
     #Convert the string to lowercase
    s = s.en_minuscula()
    
     #Initialize the two pointers
    left = 0
    right = longitud(s) - 1
    
    mientras left < right:
         #Check if the left character is not alphabetic
        si no s[left].es_alfabético():
            left += 1
            continuar
        
         #Check if the right character is not alphabetic
        si no s[right].es_alfabético():
            right -= 1
            continuar
        
         #Check if the characters at the two positions are equal
        si s[left] != s[right]:
            retornar FALSO
        
         #Move the pointers towards the middle
        left += 1
        right -= 1
    
    retornar Verdadero"
