English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","সংজ্ঞায়িত_করা multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    ফিরে_আসা [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


সংজ্ঞায়িত_করা power_matrix(A, n):
    যদি n == 0:
        ফিরে_আসা [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    যদি n % 2 == 1:
        result = multiply_matrices(result, A)
    
    ফিরে_আসা result


সংজ্ঞায়িত_করা fibonacci(n):
    যদি n == 0:
        ফিরে_আসা 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    ফিরে_আসা result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","সংজ্ঞায়িত_করা debug_program(arr):
    n = দৈর্ঘ্য(arr)
    ফিরে_আসা binary_search(arr, 0, n - 1)

সংজ্ঞায়িত_করা binary_search(arr, start, end):
    যদি start > end:
        ফিরে_আসা -1
    
    mid = (start + end) // 2
    
    যদি arr[mid] == mid:
        ফিরে_আসা mid
    
    left_result = binary_search(arr, start, সর্বনিম্ন(mid - 1, arr[mid]))
    right_result = binary_search(arr, সর্বোচ্চ(mid + 1, arr[mid]), end)
    
    ফিরে_আসা সর্বোচ্চ(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","আমদানি math

সংজ্ঞায়িত_করা power(x, y):
     #Check for invalid inputs
    যদি না উদাহরণ(x, (পূর্ণসংখ্যা, ফ্লোট)) বা না উদাহরণ(y, পূর্ণসংখ্যা):
        ফিরে_আসা ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    যদি না 1 <= x <= 10:
        ফিরে_আসা ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    যদি না 0 <= y <= 5:
        ফিরে_আসা ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    যদি result > 1e6:
        ফিরে_আসা ""{:.2e}"".বিন্যাস(result)
    অন্য:
        ফিরে_আসা result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
ছাপা(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","সংজ্ঞায়িত_করা bubble_sort_descending(arr):
    n = দৈর্ঘ্য(arr)
    জন্য i ভিতরে পরিসীমা(n - 1):
        জন্য j ভিতরে পরিসীমা(n - i - 1):
            যদি arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    ফিরে_আসা arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
ছাপা(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","সংজ্ঞায়িত_করা sum_prime_numbers(arr):
    সংজ্ঞায়িত_করা is_prime(n):
        যদি n <= 1:
            ফিরে_আসা মিথ্যা
        জন্য i ভিতরে পরিসীমা(2, পূর্ণসংখ্যা(n**0.5) + 1):
            যদি n % i == 0:
                ফিরে_আসা মিথ্যা
        ফিরে_আসা সত্য

    prime_sum = 0
    জন্য num ভিতরে arr:
        যদি is_prime(num):
            prime_sum += num
    ফিরে_আসা prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","সংজ্ঞায়িত_করা calculate_factorial(n):
    যদি n == 0:
        ফিরে_আসা 1
    অন্য:
        ফিরে_আসা n * calculate_factorial(n - 1)

সংজ্ঞায়িত_করা calculate_factorials(arr):
    result = []
    জন্য num ভিতরে arr:
        result.সংযোজন(calculate_factorial(num))
    ফিরে_আসা result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
ছাপা(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","সংজ্ঞায়িত_করা count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 জন্য vowel ভিতরে vowels}
    
    জন্য char ভিতরে text:
        যদি char.কম() ভিতরে vowels:
            vowel_counts[char.কম()] += 1
    
    ফিরে_আসা vowel_counts

text = ""Hello World!""
result = count_vowels(text)
ছাপা(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","আমদানি random

সংজ্ঞায়িত_করা generate_random_number():
    num = 0
    যখন বাইনারি(num).গণনা('1') != 4:
        num = random.randint(0, 15)
    ফিরে_আসা num

random_number = generate_random_number()
ছাপা(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","সংজ্ঞায়িত_করা multiply(a, b):
     #Calculate the sign of the result
    sign = -1 যদি (a < 0) ^ (b < 0) অন্য 1

     #Convert both numbers to positive
    a = পরম_মান(a)
    b = পরম_মান(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    যখন b:
         #If b is odd, add a to the result
        যদি b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    ফিরে_আসা sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","সংজ্ঞায়িত_করা find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    জন্য i, element ভিতরে গোনা(lst):
        যদি দৈর্ঘ্য(স্ট্রিং(element)) > দৈর্ঘ্য(longest_element):
            longest_element = স্ট্রিং(element)
            longest_index = i
            longest_count = 1
        অন্যথায়_যদি দৈর্ঘ্য(স্ট্রিং(element)) == দৈর্ঘ্য(longest_element):
            longest_count += 1
    
    ফিরে_আসা longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

ছাপা(""Longest Element:"", longest_element)
ছাপা(""Index of Longest Element:"", longest_index)
ছাপা(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","আমদানি math

সংজ্ঞায়িত_করা is_prime(num):
    যদি num <= 1:
        ফিরে_আসা ""Composite""

    জন্য i ভিতরে পরিসীমা(2, পূর্ণসংখ্যা(math.sqrt(num)) + 1):
        যদি num % i == 0:
            ফিরে_আসা ""Composite""

    ফিরে_আসা ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","সংজ্ঞায়িত_করা print_primes_without_five(কম, বড়_হাতের_অক্ষর):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [সত্য] * (বড়_হাতের_অক্ষর + 1)
    is_prime[0] = is_prime[1] = মিথ্যা

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    যখন p * p <= বড়_হাতের_অক্ষর:
        যদি is_prime[p]:
            জন্য i ভিতরে পরিসীমা(p * p, বড়_হাতের_অক্ষর + 1, p):
                is_prime[i] = মিথ্যা
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    জন্য num ভিতরে পরিসীমা(কম, বড়_হাতের_অক্ষর + 1):
        যদি is_prime[num] এবং '5' না ভিতরে স্ট্রিং(num):
            ছাপা(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","আমদানি time

 #Function to check if a number is prime
সংজ্ঞায়িত_করা is_prime(n):
    যদি n < 2:
        ফিরে_আসা মিথ্যা
    জন্য i ভিতরে পরিসীমা(2, পূর্ণসংখ্যা(n**0.5) + 1):
        যদি n % i == 0:
            ফিরে_আসা মিথ্যা
    ফিরে_আসা সত্য

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
সংজ্ঞায়িত_করা is_prime_cached(n):
    যদি n ভিতরে prime_cache:
        ফিরে_আসা prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    ফিরে_আসা prime

 #Timer function
সংজ্ঞায়িত_করা timer(func):
    সংজ্ঞায়িত_করা wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        ছাপা(f""Execution time: {end - start} seconds"")
        ফিরে_আসা result
    ফিরে_আসা wrapper

 #List comprehension to generate the list of prime numbers
@timer
সংজ্ঞায়িত_করা generate_prime_palindromic_fibonacci():
    ফিরে_আসা [num জন্য num ভিতরে পরিসীমা(10000, 20001) যদি is_prime_cached(num) এবং স্ট্রিং(num) == স্ট্রিং(num)[::-1] এবং is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
সংজ্ঞায়িত_করা is_fibonacci(n):
    a, b = 0, 1
    যখন b < n:
        a, b = b, a + b
    ফিরে_আসা b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
ছাপা(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","আমদানি math

সংজ্ঞায়িত_করা average_list(lst):
    যদি না lst:
        ফিরে_আসা None
    
    যদি দৈর্ঘ্য(lst) == 1:
        ফিরে_আসা lst[0]
    
    total = 0
    গণনা = 0
    
    জন্য num ভিতরে lst:
        যদি না উদাহরণ(num, (পূর্ণসংখ্যা, ফ্লোট)):
            ব্যতিক্রম_উত্থাপন_করা মান_ত্রুটি(""List contains non-numeric elements"")
        
        যদি উদাহরণ(num, জটিল):
            ব্যতিক্রম_উত্থাপন_করা মান_ত্রুটি(""List contains complex numbers"")
        
        যদি math.isnan(num):
            ব্যতিক্রম_উত্থাপন_করা মান_ত্রুটি(""List contains NaN values"")
        
        যদি math.isinf(num):
            ব্যতিক্রম_উত্থাপন_করা মান_ত্রুটি(""List contains infinity or negative infinity values"")
        
        যদি পরম_মান(num) > 1e308:
            ব্যতিক্রম_উত্থাপন_করা মান_ত্রুটি(""List contains numbers that are too large"")
        
        total += num
        গণনা += 1
    
    ফিরে_আসা total / গণনা"
