English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","परिभाषा multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    वापस [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


परिभाषा power_matrix(A, n):
    यदि n == 0:
        वापस [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    यदि n % 2 == 1:
        result = multiply_matrices(result, A)
    
    वापस result


परिभाषा fibonacci(n):
    यदि n == 0:
        वापस 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    वापस result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","परिभाषा debug_program(arr):
    n = लंबाई(arr)
    वापस binary_search(arr, 0, n - 1)

परिभाषा binary_search(arr, start, end):
    यदि start > end:
        वापस -1
    
    mid = (start + end) // 2
    
    यदि arr[mid] == mid:
        वापस mid
    
    left_result = binary_search(arr, start, न्यूनतम(mid - 1, arr[mid]))
    right_result = binary_search(arr, अधिकतम(mid + 1, arr[mid]), end)
    
    वापस अधिकतम(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","आयात math

परिभाषा power(x, y):
     #Check for invalid inputs
    यदि ना उदाहरण_है(x, (अंक, दश)) या ना उदाहरण_है(y, अंक):
        वापस ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    यदि ना 1 <= x <= 10:
        वापस ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    यदि ना 0 <= y <= 5:
        वापस ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    यदि result > 1e6:
        वापस ""{:.2e}"".प्रारूप(result)
    वरना:
        वापस result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
छापिये(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","परिभाषा bubble_sort_descending(arr):
    n = लंबाई(arr)
    के_लिए i में रेंज(n - 1):
        के_लिए j में रेंज(n - i - 1):
            यदि arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    वापस arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
छापिये(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","परिभाषा sum_prime_numbers(arr):
    परिभाषा is_prime(n):
        यदि n <= 1:
            वापस असत्य
        के_लिए i में रेंज(2, अंक(n**0.5) + 1):
            यदि n % i == 0:
                वापस असत्य
        वापस सत्य

    prime_sum = 0
    के_लिए num में arr:
        यदि is_prime(num):
            prime_sum += num
    वापस prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","परिभाषा calculate_factorial(n):
    यदि n == 0:
        वापस 1
    वरना:
        वापस n * calculate_factorial(n - 1)

परिभाषा calculate_factorials(arr):
    result = []
    के_लिए num में arr:
        result.संलग्न(calculate_factorial(num))
    वापस result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
छापिये(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","परिभाषा count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 के_लिए vowel में vowels}
    
    के_लिए char में text:
        यदि char.छोटा() में vowels:
            vowel_counts[char.छोटा()] += 1
    
    वापस vowel_counts

text = ""Hello World!""
result = count_vowels(text)
छापिये(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","आयात random

परिभाषा generate_random_number():
    num = 0
    जबतक द्वि(num).गिनें('1') != 4:
        num = random.randint(0, 15)
    वापस num

random_number = generate_random_number()
छापिये(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","परिभाषा multiply(a, b):
     #Calculate the sign of the result
    sign = -1 यदि (a < 0) ^ (b < 0) वरना 1

     #Convert both numbers to positive
    a = निरपेक्ष_मान(a)
    b = निरपेक्ष_मान(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    जबतक b:
         #If b is odd, add a to the result
        यदि b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    वापस sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","परिभाषा find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    के_लिए i, element में गणना(lst):
        यदि लंबाई(स्ट्रिंग(element)) > लंबाई(longest_element):
            longest_element = स्ट्रिंग(element)
            longest_index = i
            longest_count = 1
        वरना_यदि लंबाई(स्ट्रिंग(element)) == लंबाई(longest_element):
            longest_count += 1
    
    वापस longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

छापिये(""Longest Element:"", longest_element)
छापिये(""Index of Longest Element:"", longest_index)
छापिये(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","आयात math

परिभाषा is_prime(num):
    यदि num <= 1:
        वापस ""Composite""

    के_लिए i में रेंज(2, अंक(math.sqrt(num)) + 1):
        यदि num % i == 0:
            वापस ""Composite""

    वापस ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","परिभाषा print_primes_without_five(छोटा, बड़ा):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [सत्य] * (बड़ा + 1)
    is_prime[0] = is_prime[1] = असत्य

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    जबतक p * p <= बड़ा:
        यदि is_prime[p]:
            के_लिए i में रेंज(p * p, बड़ा + 1, p):
                is_prime[i] = असत्य
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    के_लिए num में रेंज(छोटा, बड़ा + 1):
        यदि is_prime[num] और '5' ना में स्ट्रिंग(num):
            छापिये(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","आयात time

 #Function to check if a number is prime
परिभाषा is_prime(n):
    यदि n < 2:
        वापस असत्य
    के_लिए i में रेंज(2, अंक(n**0.5) + 1):
        यदि n % i == 0:
            वापस असत्य
    वापस सत्य

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
परिभाषा is_prime_cached(n):
    यदि n में prime_cache:
        वापस prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    वापस prime

 #Timer function
परिभाषा timer(func):
    परिभाषा wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        छापिये(f""Execution time: {end - start} seconds"")
        वापस result
    वापस wrapper

 #List comprehension to generate the list of prime numbers
@timer
परिभाषा generate_prime_palindromic_fibonacci():
    वापस [num के_लिए num में रेंज(10000, 20001) यदि is_prime_cached(num) और स्ट्रिंग(num) == स्ट्रिंग(num)[::-1] और is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
परिभाषा is_fibonacci(n):
    a, b = 0, 1
    जबतक b < n:
        a, b = b, a + b
    वापस b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
छापिये(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","आयात math

परिभाषा average_list(lst):
    यदि ना lst:
        वापस None
    
    यदि लंबाई(lst) == 1:
        वापस lst[0]
    
    total = 0
    गिनें = 0
    
    के_लिए num में lst:
        यदि ना उदाहरण_है(num, (अंक, दश)):
            उठाओ मान_त्रुटि(""List contains non-numeric elements"")
        
        यदि उदाहरण_है(num, समिश्र):
            उठाओ मान_त्रुटि(""List contains complex numbers"")
        
        यदि math.isnan(num):
            उठाओ मान_त्रुटि(""List contains NaN values"")
        
        यदि math.isinf(num):
            उठाओ मान_त्रुटि(""List contains infinity or negative infinity values"")
        
        यदि निरपेक्ष_मान(num) > 1e308:
            उठाओ मान_त्रुटि(""List contains numbers that are too large"")
        
        total += num
        गिनें += 1
    
    वापस total / गिनें"
"import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)","आयात sqlite3

परिभाषा delete_row(connection):
    प्रयत्न:
         #Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

         #Execute the complex query
        cursor = connection.execute(""SELECT ..."")

         #Fetch the row to be deleted
        row = cursor.fetchone()

        यदि row:
             #Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

         #Commit the transaction
        connection.execute(""COMMIT"")

         #Close the cursor
        cursor.बंद()

    सिवाय sqlite3.Error की_तरह error:
         #Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

         #Display the error message
        छापिये(f""Error: {error}"")

    अंत_में:
         #Close the database connection
        connection.बंद()

 #Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

 #Call the function to delete the row
delete_row(connection)"
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","आयात re

परिभाषा extract_emails(string):
     #Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
     #Remove any duplicate email addresses
    unique_emails = सूची(सेट(matches))
    
    वापस unique_emails"
"def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))","परिभाषा clean_and_sort(lst):
   result = []
   के_लिए element में lst:
      यदि प्रकार(element) == अंक:
         result.संलग्न(element + 5)
    #implement your own sorting algorithm here
   n = लंबाई(result)
   के_लिए i में रेंज(n):
      के_लिए j में रेंज(0, n-i-1):
         यदि result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   वापस result

छापिये(clean_and_sort([1, 2, ""hello""]))"
