English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","定义 multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    返回 [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


定义 power_matrix(A, n):
    如果 n == 0:
        返回 [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    如果 n % 2 == 1:
        result = multiply_matrices(result, A)
    
    返回 result


定义 fibonacci(n):
    如果 n == 0:
        返回 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    返回 result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","定义 debug_program(arr):
    n = 长度(arr)
    返回 binary_search(arr, 0, n - 1)

定义 binary_search(arr, start, end):
    如果 start > end:
        返回 -1
    
    mid = (start + end) // 2
    
    如果 arr[mid] == mid:
        返回 mid
    
    left_result = binary_search(arr, start, 最低(mid - 1, arr[mid]))
    right_result = binary_search(arr, 最大(mid + 1, arr[mid]), end)
    
    返回 最大(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","进口 math

定义 power(x, y):
     #Check for invalid inputs
    如果 不是 是实例(x, (整数, 浮点)) 或者 不是 是实例(y, 整数):
        返回 ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    如果 不是 1 <= x <= 10:
        返回 ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    如果 不是 0 <= y <= 5:
        返回 ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    如果 result > 1e6:
        返回 ""{:.2e}"".格式(result)
    别的:
        返回 result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
打印(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","定义 bubble_sort_descending(arr):
    n = 长度(arr)
    为了 i 在 范围(n - 1):
        为了 j 在 范围(n - i - 1):
            如果 arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    返回 arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
打印(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","定义 sum_prime_numbers(arr):
    定义 is_prime(n):
        如果 n <= 1:
            返回 错误的
        为了 i 在 范围(2, 整数(n**0.5) + 1):
            如果 n % i == 0:
                返回 错误的
        返回 真的

    prime_sum = 0
    为了 num 在 arr:
        如果 is_prime(num):
            prime_sum += num
    返回 prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","定义 calculate_factorial(n):
    如果 n == 0:
        返回 1
    别的:
        返回 n * calculate_factorial(n - 1)

定义 calculate_factorials(arr):
    result = []
    为了 num 在 arr:
        result.加(calculate_factorial(num))
    返回 result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
打印(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","定义 count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 为了 vowel 在 vowels}
    
    为了 char 在 text:
        如果 char.降低() 在 vowels:
            vowel_counts[char.降低()] += 1
    
    返回 vowel_counts

text = ""Hello World!""
result = count_vowels(text)
打印(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","进口 random

定义 generate_random_number():
    num = 0
    当 二进制(num).数('1') != 4:
        num = random.randint(0, 15)
    返回 num

random_number = generate_random_number()
打印(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","定义 multiply(a, b):
     #Calculate the sign of the result
    sign = -1 如果 (a < 0) ^ (b < 0) 别的 1

     #Convert both numbers to positive
    a = 绝对值(a)
    b = 绝对值(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    当 b:
         #If b is odd, add a to the result
        如果 b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    返回 sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","定义 find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    为了 i, element 在 枚举(lst):
        如果 长度(字串(element)) > 长度(longest_element):
            longest_element = 字串(element)
            longest_index = i
            longest_count = 1
        否则如果 长度(字串(element)) == 长度(longest_element):
            longest_count += 1
    
    返回 longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

打印(""Longest Element:"", longest_element)
打印(""Index of Longest Element:"", longest_index)
打印(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","进口 math

定义 is_prime(num):
    如果 num <= 1:
        返回 ""Composite""

    为了 i 在 范围(2, 整数(math.sqrt(num)) + 1):
        如果 num % i == 0:
            返回 ""Composite""

    返回 ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","定义 print_primes_without_five(降低, 大写):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [真的] * (大写 + 1)
    is_prime[0] = is_prime[1] = 错误的

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    当 p * p <= 大写:
        如果 is_prime[p]:
            为了 i 在 范围(p * p, 大写 + 1, p):
                is_prime[i] = 错误的
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    为了 num 在 范围(降低, 大写 + 1):
        如果 is_prime[num] 和 '5' 不是 在 字串(num):
            打印(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","进口 time

 #Function to check if a number is prime
定义 is_prime(n):
    如果 n < 2:
        返回 错误的
    为了 i 在 范围(2, 整数(n**0.5) + 1):
        如果 n % i == 0:
            返回 错误的
    返回 真的

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
定义 is_prime_cached(n):
    如果 n 在 prime_cache:
        返回 prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    返回 prime

 #Timer function
定义 timer(func):
    定义 wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        打印(f""Execution time: {end - start} seconds"")
        返回 result
    返回 wrapper

 #List comprehension to generate the list of prime numbers
@timer
定义 generate_prime_palindromic_fibonacci():
    返回 [num 为了 num 在 范围(10000, 20001) 如果 is_prime_cached(num) 和 字串(num) == 字串(num)[::-1] 和 is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
定义 is_fibonacci(n):
    a, b = 0, 1
    当 b < n:
        a, b = b, a + b
    返回 b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
打印(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","进口 math

定义 average_list(lst):
    如果 不是 lst:
        返回 None
    
    如果 长度(lst) == 1:
        返回 lst[0]
    
    total = 0
    数 = 0
    
    为了 num 在 lst:
        如果 不是 是实例(num, (整数, 浮点)):
            引发异常 值错误(""List contains non-numeric elements"")
        
        如果 是实例(num, 复杂的):
            引发异常 值错误(""List contains complex numbers"")
        
        如果 math.isnan(num):
            引发异常 值错误(""List contains NaN values"")
        
        如果 math.isinf(num):
            引发异常 值错误(""List contains infinity or negative infinity values"")
        
        如果 绝对值(num) > 1e308:
            引发异常 值错误(""List contains numbers that are too large"")
        
        total += num
        数 += 1
    
    返回 total / 数"
"import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)","进口 sqlite3

定义 delete_row(connection):
    尝试:
         #Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

         #Execute the complex query
        cursor = connection.execute(""SELECT ..."")

         #Fetch the row to be deleted
        row = cursor.fetchone()

        如果 row:
             #Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

         #Commit the transaction
        connection.execute(""COMMIT"")

         #Close the cursor
        cursor.关闭()

    除了 sqlite3.Error 作为 error:
         #Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

         #Display the error message
        打印(f""Error: {error}"")

    最后:
         #Close the database connection
        connection.关闭()

 #Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

 #Call the function to delete the row
delete_row(connection)"
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","进口 re

定义 extract_emails(string):
     #Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
     #Remove any duplicate email addresses
    unique_emails = 列(集合(matches))
    
    返回 unique_emails"
"def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))","定义 clean_and_sort(lst):
   result = []
   为了 element 在 lst:
      如果 类型(element) == 整数:
         result.加(element + 5)
    #implement your own sorting algorithm here
   n = 长度(result)
   为了 i 在 范围(n):
      为了 j 在 范围(0, n-i-1):
         如果 result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   返回 result

打印(clean_and_sort([1, 2, ""hello""]))"
"def is_valid_palindrome(s):
    # Convert the string to lowercase
    s = s.lower()
    
    # Initialize the two pointers
    left = 0
    right = len(s) - 1
    
    while left < right:
        # Check if the left character is not alphabetic
        if not s[left].isalpha():
            left += 1
            continue
        
        # Check if the right character is not alphabetic
        if not s[right].isalpha():
            right -= 1
            continue
        
        # Check if the characters at the two positions are equal
        if s[left] != s[right]:
            return False
        
        # Move the pointers towards the middle
        left += 1
        right -= 1
    
    return True","定义 is_valid_palindrome(s):
     #Convert the string to lowercase
    s = s.降低()
    
     #Initialize the two pointers
    left = 0
    right = 长度(s) - 1
    
    当 left < right:
         #Check if the left character is not alphabetic
        如果 不是 s[left].是字母的():
            left += 1
            继续
        
         #Check if the right character is not alphabetic
        如果 不是 s[right].是字母的():
            right -= 1
            继续
        
         #Check if the characters at the two positions are equal
        如果 s[left] != s[right]:
            返回 错误的
        
         #Move the pointers towards the middle
        left += 1
        right -= 1
    
    返回 真的"
