English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","καθόρισε multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    επιστροφή [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


καθόρισε power_matrix(A, n):
    αν n == 0:
        επιστροφή [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    αν n % 2 == 1:
        result = multiply_matrices(result, A)
    
    επιστροφή result


καθόρισε fibonacci(n):
    αν n == 0:
        επιστροφή 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    επιστροφή result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","καθόρισε debug_program(arr):
    n = μήκος(arr)
    επιστροφή binary_search(arr, 0, n - 1)

καθόρισε binary_search(arr, start, end):
    αν start > end:
        επιστροφή -1
    
    mid = (start + end) // 2
    
    αν arr[mid] == mid:
        επιστροφή mid
    
    left_result = binary_search(arr, start, ελάχιστο(mid - 1, arr[mid]))
    right_result = binary_search(arr, μέγιστο(mid + 1, arr[mid]), end)
    
    επιστροφή μέγιστο(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","εισαγωγή math

καθόρισε power(x, y):
     #Check for invalid inputs
    αν όχι είναι_παράδειγμα(x, (ακέραιη, κινητής_υποδιαστολής)) ή όχι είναι_παράδειγμα(y, ακέραιη):
        επιστροφή ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    αν όχι 1 <= x <= 10:
        επιστροφή ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    αν όχι 0 <= y <= 5:
        επιστροφή ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    αν result > 1e6:
        επιστροφή ""{:.2e}"".μορφή(result)
    αλλιώς:
        επιστροφή result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
τύπωσε(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","καθόρισε bubble_sort_descending(arr):
    n = μήκος(arr)
    Για i σε εύρος(n - 1):
        Για j σε εύρος(n - i - 1):
            αν arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    επιστροφή arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
τύπωσε(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","καθόρισε sum_prime_numbers(arr):
    καθόρισε is_prime(n):
        αν n <= 1:
            επιστροφή Ψευδής
        Για i σε εύρος(2, ακέραιη(n**0.5) + 1):
            αν n % i == 0:
                επιστροφή Ψευδής
        επιστροφή Αληθής

    prime_sum = 0
    Για num σε arr:
        αν is_prime(num):
            prime_sum += num
    επιστροφή prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","καθόρισε calculate_factorial(n):
    αν n == 0:
        επιστροφή 1
    αλλιώς:
        επιστροφή n * calculate_factorial(n - 1)

καθόρισε calculate_factorials(arr):
    result = []
    Για num σε arr:
        result.προσάρτησε(calculate_factorial(num))
    επιστροφή result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
τύπωσε(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","καθόρισε count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 Για vowel σε vowels}
    
    Για char σε text:
        αν char.πεζά() σε vowels:
            vowel_counts[char.πεζά()] += 1
    
    επιστροφή vowel_counts

text = ""Hello World!""
result = count_vowels(text)
τύπωσε(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","εισαγωγή random

καθόρισε generate_random_number():
    num = 0
    ενώ δυαδική(num).μέτρησε('1') != 4:
        num = random.randint(0, 15)
    επιστροφή num

random_number = generate_random_number()
τύπωσε(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","καθόρισε multiply(a, b):
     #Calculate the sign of the result
    sign = -1 αν (a < 0) ^ (b < 0) αλλιώς 1

     #Convert both numbers to positive
    a = απόλ(a)
    b = απόλ(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    ενώ b:
         #If b is odd, add a to the result
        αν b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    επιστροφή sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","καθόρισε find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    Για i, element σε απαρίθμησε(lst):
        αν μήκος(συμβολοσειρά(element)) > μήκος(longest_element):
            longest_element = συμβολοσειρά(element)
            longest_index = i
            longest_count = 1
        αλλιώς_αν μήκος(συμβολοσειρά(element)) == μήκος(longest_element):
            longest_count += 1
    
    επιστροφή longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

τύπωσε(""Longest Element:"", longest_element)
τύπωσε(""Index of Longest Element:"", longest_index)
τύπωσε(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","εισαγωγή math

καθόρισε is_prime(num):
    αν num <= 1:
        επιστροφή ""Composite""

    Για i σε εύρος(2, ακέραιη(math.sqrt(num)) + 1):
        αν num % i == 0:
            επιστροφή ""Composite""

    επιστροφή ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","καθόρισε print_primes_without_five(πεζά, κεφαλαία):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [Αληθής] * (κεφαλαία + 1)
    is_prime[0] = is_prime[1] = Ψευδής

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    ενώ p * p <= κεφαλαία:
        αν is_prime[p]:
            Για i σε εύρος(p * p, κεφαλαία + 1, p):
                is_prime[i] = Ψευδής
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    Για num σε εύρος(πεζά, κεφαλαία + 1):
        αν is_prime[num] και '5' όχι σε συμβολοσειρά(num):
            τύπωσε(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","εισαγωγή time

 #Function to check if a number is prime
καθόρισε is_prime(n):
    αν n < 2:
        επιστροφή Ψευδής
    Για i σε εύρος(2, ακέραιη(n**0.5) + 1):
        αν n % i == 0:
            επιστροφή Ψευδής
    επιστροφή Αληθής

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
καθόρισε is_prime_cached(n):
    αν n σε prime_cache:
        επιστροφή prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    επιστροφή prime

 #Timer function
καθόρισε timer(func):
    καθόρισε wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        τύπωσε(f""Execution time: {end - start} seconds"")
        επιστροφή result
    επιστροφή wrapper

 #List comprehension to generate the list of prime numbers
@timer
καθόρισε generate_prime_palindromic_fibonacci():
    επιστροφή [num Για num σε εύρος(10000, 20001) αν is_prime_cached(num) και συμβολοσειρά(num) == συμβολοσειρά(num)[::-1] και is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
καθόρισε is_fibonacci(n):
    a, b = 0, 1
    ενώ b < n:
        a, b = b, a + b
    επιστροφή b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
τύπωσε(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","εισαγωγή math

καθόρισε average_list(lst):
    αν όχι lst:
        επιστροφή None
    
    αν μήκος(lst) == 1:
        επιστροφή lst[0]
    
    total = 0
    μέτρησε = 0
    
    Για num σε lst:
        αν όχι είναι_παράδειγμα(num, (ακέραιη, κινητής_υποδιαστολής)):
            έγειρε_εξαίρεση Σφάλμα_τιμής(""List contains non-numeric elements"")
        
        αν είναι_παράδειγμα(num, μιγαδική):
            έγειρε_εξαίρεση Σφάλμα_τιμής(""List contains complex numbers"")
        
        αν math.isnan(num):
            έγειρε_εξαίρεση Σφάλμα_τιμής(""List contains NaN values"")
        
        αν math.isinf(num):
            έγειρε_εξαίρεση Σφάλμα_τιμής(""List contains infinity or negative infinity values"")
        
        αν απόλ(num) > 1e308:
            έγειρε_εξαίρεση Σφάλμα_τιμής(""List contains numbers that are too large"")
        
        total += num
        μέτρησε += 1
    
    επιστροφή total / μέτρησε"
"import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)","εισαγωγή sqlite3

καθόρισε delete_row(connection):
    προσπάθησε:
         #Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

         #Execute the complex query
        cursor = connection.execute(""SELECT ..."")

         #Fetch the row to be deleted
        row = cursor.fetchone()

        αν row:
             #Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

         #Commit the transaction
        connection.execute(""COMMIT"")

         #Close the cursor
        cursor.κλείσε()

    εκτός sqlite3.Error σαν error:
         #Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

         #Display the error message
        τύπωσε(f""Error: {error}"")

    τελικά:
         #Close the database connection
        connection.κλείσε()

 #Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

 #Call the function to delete the row
delete_row(connection)"
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","εισαγωγή re

καθόρισε extract_emails(string):
     #Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
     #Remove any duplicate email addresses
    unique_emails = λίστα(σύνολο(matches))
    
    επιστροφή unique_emails"
