English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","définir multiply_matrices(A, B):
    as, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    retour [
        [as*d + b*e, as*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


définir power_matrix(A, n):
    si n == 0:
        retour [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    si n % 2 == 1:
        result = multiply_matrices(result, A)
    
    retour result


définir fibonacci(n):
    si n == 0:
        retour 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    retour result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","définir debug_program(arr):
    n = longueur(arr)
    retour binary_search(arr, 0, n - 1)

définir binary_search(arr, start, end):
    si start > end:
        retour -1
    
    mid = (start + end) // 2
    
    si arr[mid] == mid:
        retour mid
    
    left_result = binary_search(arr, start, le_minimum(mid - 1, arr[mid]))
    right_result = binary_search(arr, maximum(mid + 1, arr[mid]), end)
    
    retour maximum(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","importer math

définir power(x, y):
     #Check for invalid inputs
    si pas instance(x, (entier, virgulem_flottante)) ou_alors pas instance(y, entier):
        retour ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    si pas 1 <= x <= 10:
        retour ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    si pas 0 <= y <= 5:
        retour ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    si result > 1e6:
        retour ""{:.2e}"".format(result)
    autre:
        retour result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
imprimer(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","définir bubble_sort_descending(arr):
    n = longueur(arr)
    pour i dans Portée(n - 1):
        pour j dans Portée(n - i - 1):
            si arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    retour arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
imprimer(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","définir sum_prime_numbers(arr):
    définir is_prime(n):
        si n <= 1:
            retour Faux
        pour i dans Portée(2, entier(n**0.5) + 1):
            si n % i == 0:
                retour Faux
        retour Vrai

    prime_sum = 0
    pour num dans arr:
        si is_prime(num):
            prime_sum += num
    retour prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","définir calculate_factorial(n):
    si n == 0:
        retour 1
    autre:
        retour n * calculate_factorial(n - 1)

définir calculate_factorials(arr):
    result = []
    pour num dans arr:
        result.ajouter(calculate_factorial(num))
    retour result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
imprimer(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","définir count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 pour vowel dans vowels}
    
    pour char dans text:
        si char.plus_bas() dans vowels:
            vowel_counts[char.plus_bas()] += 1
    
    retour vowel_counts

text = ""Hello World!""
result = count_vowels(text)
imprimer(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","importer random

définir generate_random_number():
    num = 0
    tandis_que binaire(num).compter('1') != 4:
        num = random.randint(0, 15)
    retour num

random_number = generate_random_number()
imprimer(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","définir multiply(as, b):
     #Calculate the sign of the result
    sign = -1 si (as < 0) ^ (b < 0) autre 1

     #Convert both numbers to positive
    as = valeur_absolue(as)
    b = valeur_absolue(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    tandis_que b:
         #If b is odd, add a to the result
        si b & 1:
            result += as

         #Shift a to the left by 1 bit
        as <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    retour sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","définir find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    pour i, element dans énumérer(lst):
        si longueur(string(element)) > longueur(longest_element):
            longest_element = string(element)
            longest_index = i
            longest_count = 1
        sinon_si longueur(string(element)) == longueur(longest_element):
            longest_count += 1
    
    retour longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

imprimer(""Longest Element:"", longest_element)
imprimer(""Index of Longest Element:"", longest_index)
imprimer(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","importer math

définir is_prime(num):
    si num <= 1:
        retour ""Composite""

    pour i dans Portée(2, entier(math.sqrt(num)) + 1):
        si num % i == 0:
            retour ""Composite""

    retour ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","définir print_primes_without_five(plus_bas, majuscule):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [Vrai] * (majuscule + 1)
    is_prime[0] = is_prime[1] = Faux

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    tandis_que p * p <= majuscule:
        si is_prime[p]:
            pour i dans Portée(p * p, majuscule + 1, p):
                is_prime[i] = Faux
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    pour num dans Portée(plus_bas, majuscule + 1):
        si is_prime[num] et '5' pas dans string(num):
            imprimer(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","importer time

 #Function to check if a number is prime
définir is_prime(n):
    si n < 2:
        retour Faux
    pour i dans Portée(2, entier(n**0.5) + 1):
        si n % i == 0:
            retour Faux
    retour Vrai

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
définir is_prime_cached(n):
    si n dans prime_cache:
        retour prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    retour prime

 #Timer function
définir timer(func):
    définir wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        imprimer(f""Execution time: {end - start} seconds"")
        retour result
    retour wrapper

 #List comprehension to generate the list of prime numbers
@timer
définir generate_prime_palindromic_fibonacci():
    retour [num pour num dans Portée(10000, 20001) si is_prime_cached(num) et string(num) == string(num)[::-1] et is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
définir is_fibonacci(n):
    as, b = 0, 1
    tandis_que b < n:
        as, b = b, as + b
    retour b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
imprimer(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","importer math

définir average_list(lst):
    si pas lst:
        retour None
    
    si longueur(lst) == 1:
        retour lst[0]
    
    total = 0
    compter = 0
    
    pour num dans lst:
        si pas instance(num, (entier, virgulem_flottante)):
            lever_une_exception Erreur_de_valeur(""List contains non-numeric elements"")
        
        si instance(num, complexe):
            lever_une_exception Erreur_de_valeur(""List contains complex numbers"")
        
        si math.isnan(num):
            lever_une_exception Erreur_de_valeur(""List contains NaN values"")
        
        si math.isinf(num):
            lever_une_exception Erreur_de_valeur(""List contains infinity or negative infinity values"")
        
        si valeur_absolue(num) > 1e308:
            lever_une_exception Erreur_de_valeur(""List contains numbers that are too large"")
        
        total += num
        compter += 1
    
    retour total / compter"
"import sqlite3

def delete_row(connection):
    try:
        # Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

        # Execute the complex query
        cursor = connection.execute(""SELECT ..."")

        # Fetch the row to be deleted
        row = cursor.fetchone()

        if row:
            # Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

        # Commit the transaction
        connection.execute(""COMMIT"")

        # Close the cursor
        cursor.close()

    except sqlite3.Error as error:
        # Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

        # Display the error message
        print(f""Error: {error}"")

    finally:
        # Close the database connection
        connection.close()

# Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

# Call the function to delete the row
delete_row(connection)","importer sqlite3

définir delete_row(connection):
    essayer:
         #Start a transaction
        connection.execute(""BEGIN TRANSACTION"")

         #Execute the complex query
        cursor = connection.execute(""SELECT ..."")

         #Fetch the row to be deleted
        row = cursor.fetchone()

        si row:
             #Delete the row using its primary key
            connection.execute(""DELETE FROM table_name WHERE id=?"", (row['id'],))

         #Commit the transaction
        connection.execute(""COMMIT"")

         #Close the cursor
        cursor.Fermer()

    sauf sqlite3.Error a error:
         #Rollback the transaction in case of any exception
        connection.execute(""ROLLBACK"")

         #Display the error message
        imprimer(f""Error: {error}"")

    finalement:
         #Close the database connection
        connection.Fermer()

 #Create a connection to the SQLite database
connection = sqlite3.connect(""database.db"")

 #Call the function to delete the row
delete_row(connection)"
"import re

def extract_emails(string):
    # Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, string)
    
    # Remove any duplicate email addresses
    unique_emails = list(set(matches))
    
    return unique_emails","importer re

définir extract_emails(str):
     #Use regular expression pattern to find all email addresses in the string
    pattern = r'\b[A-Za-z0-9._%+-]+@[A-Za-z0-9.-]+\.[A-Za-z]{2,}\b'
    matches = re.findall(pattern, str)
    
     #Remove any duplicate email addresses
    unique_emails = liste(ensemble(matches))
    
    retour unique_emails"
"def clean_and_sort(lst):
   result = []
   for element in lst:
      if type(element) == int:
         result.append(element + 5)
   # implement your own sorting algorithm here
   n = len(result)
   for i in range(n):
      for j in range(0, n-i-1):
         if result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   return result

print(clean_and_sort([1, 2, ""hello""]))","définir clean_and_sort(lst):
   result = []
   pour element dans lst:
      si taper(element) == entier:
         result.ajouter(element + 5)
    #implement your own sorting algorithm here
   n = longueur(result)
   pour i dans Portée(n):
      pour j dans Portée(0, n-i-1):
         si result[j] < result[j+1]:
            result[j], result[j+1] = result[j+1], result[j]
   retour result

imprimer(clean_and_sort([1, 2, ""hello""]))"
"def is_valid_palindrome(s):
    # Convert the string to lowercase
    s = s.lower()
    
    # Initialize the two pointers
    left = 0
    right = len(s) - 1
    
    while left < right:
        # Check if the left character is not alphabetic
        if not s[left].isalpha():
            left += 1
            continue
        
        # Check if the right character is not alphabetic
        if not s[right].isalpha():
            right -= 1
            continue
        
        # Check if the characters at the two positions are equal
        if s[left] != s[right]:
            return False
        
        # Move the pointers towards the middle
        left += 1
        right -= 1
    
    return True","définir is_valid_palindrome(s):
     #Convert the string to lowercase
    s = s.plus_bas()
    
     #Initialize the two pointers
    left = 0
    right = longueur(s) - 1
    
    tandis_que left < right:
         #Check if the left character is not alphabetic
        si pas s[left].est_alphabétique():
            left += 1
            Continuez
        
         #Check if the right character is not alphabetic
        si pas s[right].est_alphabétique():
            right -= 1
            Continuez
        
         #Check if the characters at the two positions are equal
        si s[left] != s[right]:
            retour Faux
        
         #Move the pointers towards the middle
        left += 1
        right -= 1
    
    retour Vrai"
