English_code,Partial_translated_code
"def multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    return [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


def power_matrix(A, n):
    if n == 0:
        return [[1, 0], [0, 1]]  # Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    if n % 2 == 1:
        result = multiply_matrices(result, A)
    
    return result


def fibonacci(n):
    if n == 0:
        return 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    return result[0][0]","پێناسەکردن multiply_matrices(A, B):
    a, b, c = A[0][0], A[0][1], A[1][0]
    d, e, f = B[0][0], B[0][1], B[1][0]
    
    گەڕانەوە [
        [a*d + b*e, a*e + b*f],
        [c*d + e*d, c*e + e*f]
    ]


پێناسەکردن power_matrix(A, n):
    ئەگەر n == 0:
        گەڕانەوە [[1, 0], [0, 1]] #Identity matrix
    
    result = power_matrix(A, n // 2)
    result = multiply_matrices(result, result)
    
    ئەگەر n % 2 == 1:
        result = multiply_matrices(result, A)
    
    گەڕانەوە result


پێناسەکردن fibonacci(n):
    ئەگەر n == 0:
        گەڕانەوە 0
    
    matrix = [[1, 1], [1, 0]]
    result = power_matrix(matrix, n - 1)
    
    گەڕانەوە result[0][0]"
"def debug_program(arr):
    n = len(arr)
    return binary_search(arr, 0, n - 1)

def binary_search(arr, start, end):
    if start > end:
        return -1
    
    mid = (start + end) // 2
    
    if arr[mid] == mid:
        return mid
    
    left_result = binary_search(arr, start, min(mid - 1, arr[mid]))
    right_result = binary_search(arr, max(mid + 1, arr[mid]), end)
    
    return max(left_result, right_result)","پێناسەکردن debug_program(arr):
    n = درێژی(arr)
    گەڕانەوە binary_search(arr, 0, n - 1)

پێناسەکردن binary_search(arr, start, end):
    ئەگەر start > end:
        گەڕانەوە -1
    
    mid = (start + end) // 2
    
    ئەگەر arr[mid] == mid:
        گەڕانەوە mid
    
    left_result = binary_search(arr, start, کەمترین(mid - 1, arr[mid]))
    right_result = binary_search(arr, زۆرترین(mid + 1, arr[mid]), end)
    
    گەڕانەوە زۆرترین(left_result, right_result)"
"import math

def power(x, y):
    # Check for invalid inputs
    if not isinstance(x, (int, float)) or not isinstance(y, int):
        return ""Error: Invalid input. Please enter numeric values for x and y.""

    # Check if x is between 1 and 10
    if not 1 <= x <= 10:
        return ""Error: x should be between 1 and 10.""

    # Check if y is between 0 and 5
    if not 0 <= y <= 5:
        return ""Error: y should be between 0 and 5.""

    # Custom algorithm for calculating power
    result = x ** y

    # Check if result exceeds threshold for scientific notation
    if result > 1e6:
        return ""{:.2e}"".format(result)
    else:
        return result

# Example usage
x = 2.5
y = 3
result = power(x, y)
print(result)","هاوردەکردن math

پێناسەکردن power(x, y):
     #Check for invalid inputs
    ئەگەر نەخێر نموونەیە(x, (ژمارەیەکی_تەواو, خاڵی_هەڵدەفڕێت)) یان نەخێر نموونەیە(y, ژمارەیەکی_تەواو):
        گەڕانەوە ""Error: Invalid input. Please enter numeric values for x and y.""

     #Check if x is between 1 and 10
    ئەگەر نەخێر 1 <= x <= 10:
        گەڕانەوە ""Error: x should be between 1 and 10.""

     #Check if y is between 0 and 5
    ئەگەر نەخێر 0 <= y <= 5:
        گەڕانەوە ""Error: y should be between 0 and 5.""

     #Custom algorithm for calculating power
    result = x ** y

     #Check if result exceeds threshold for scientific notation
    ئەگەر result > 1e6:
        گەڕانەوە ""{:.2e}"".فۆرمات(result)
    ئی_تر:
        گەڕانەوە result

 #Example usage
x = 2.5
y = 3
result = power(x, y)
چاپکردن(result)"
"def bubble_sort_descending(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
print(sorted_arr)","پێناسەکردن bubble_sort_descending(arr):
    n = درێژی(arr)
    بۆ i لەناو ڕێژە(n - 1):
        بۆ j لەناو ڕێژە(n - i - 1):
            ئەگەر arr[j] < arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    گەڕانەوە arr

arr = [3, 2, 1, 5, 4]
sorted_arr = bubble_sort_descending(arr)
چاپکردن(sorted_arr)"
"def sum_prime_numbers(arr):
    def is_prime(n):
        if n <= 1:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    prime_sum = 0
    for num in arr:
        if is_prime(num):
            prime_sum += num
    return prime_sum","پێناسەکردن sum_prime_numbers(arr):
    پێناسەکردن is_prime(n):
        ئەگەر n <= 1:
            گەڕانەوە هەڵە
        بۆ i لەناو ڕێژە(2, ژمارەیەکی_تەواو(n**0.5) + 1):
            ئەگەر n % i == 0:
                گەڕانەوە هەڵە
        گەڕانەوە ڕاست

    prime_sum = 0
    بۆ num لەناو arr:
        ئەگەر is_prime(num):
            prime_sum += num
    گەڕانەوە prime_sum"
"def calculate_factorial(n):
    if n == 0:
        return 1
    else:
        return n * calculate_factorial(n - 1)

def calculate_factorials(arr):
    result = []
    for num in arr:
        result.append(calculate_factorial(num))
    return result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
print(factorials)","پێناسەکردن calculate_factorial(n):
    ئەگەر n == 0:
        گەڕانەوە 1
    ئی_تر:
        گەڕانەوە n * calculate_factorial(n - 1)

پێناسەکردن calculate_factorials(arr):
    result = []
    بۆ num لەناو arr:
        result.زیاد_بکە(calculate_factorial(num))
    گەڕانەوە result

arr = [1, 2, 3, 4, 5]
factorials = calculate_factorials(arr)
چاپکردن(factorials)"
"def count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 for vowel in vowels}
    
    for char in text:
        if char.lower() in vowels:
            vowel_counts[char.lower()] += 1
    
    return vowel_counts

text = ""Hello World!""
result = count_vowels(text)
print(result)","پێناسەکردن count_vowels(text):
    vowels = ['a', 'e', 'i', 'o', 'u']
    vowel_counts = {vowel: 0 بۆ vowel لەناو vowels}
    
    بۆ char لەناو text:
        ئەگەر char.کەمتر() لەناو vowels:
            vowel_counts[char.کەمتر()] += 1
    
    گەڕانەوە vowel_counts

text = ""Hello World!""
result = count_vowels(text)
چاپکردن(result)"
"import random

def generate_random_number():
    num = 0
    while bin(num).count('1') != 4:
        num = random.randint(0, 15)
    return num

random_number = generate_random_number()
print(random_number)","هاوردەکردن random

پێناسەکردن generate_random_number():
    num = 0
    لەکاتێکدا دوودوویی(num).گێرانەوە('1') != 4:
        num = random.randint(0, 15)
    گەڕانەوە num

random_number = generate_random_number()
چاپکردن(random_number)"
"def multiply(a, b):
    # Calculate the sign of the result
    sign = -1 if (a < 0) ^ (b < 0) else 1

    # Convert both numbers to positive
    a = abs(a)
    b = abs(b)

    # Initialize the result
    result = 0

    # Multiply the numbers using bitwise operations
    while b:
        # If b is odd, add a to the result
        if b & 1:
            result += a

        # Shift a to the left by 1 bit
        a <<= 1

        # Shift b to the right by 1 bit
        b >>= 1

    return sign * result","پێناسەکردن multiply(a, b):
     #Calculate the sign of the result
    sign = -1 ئەگەر (a < 0) ^ (b < 0) ئی_تر 1

     #Convert both numbers to positive
    a = بەهای_ڕەها(a)
    b = بەهای_ڕەها(b)

     #Initialize the result
    result = 0

     #Multiply the numbers using bitwise operations
    لەکاتێکدا b:
         #If b is odd, add a to the result
        ئەگەر b & 1:
            result += a

         #Shift a to the left by 1 bit
        a <<= 1

         #Shift b to the right by 1 bit
        b >>= 1

    گەڕانەوە sign * result"
"def find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    for i, element in enumerate(lst):
        if len(str(element)) > len(longest_element):
            longest_element = str(element)
            longest_index = i
            longest_count = 1
        elif len(str(element)) == len(longest_element):
            longest_count += 1
    
    return longest_element, longest_index, longest_count

# Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

print(""Longest Element:"", longest_element)
print(""Index of Longest Element:"", longest_index)
print(""Total Occurrences of Longest Element:"", longest_count)","پێناسەکردن find_longest_element(lst):
    longest_element = ''
    longest_index = -1
    longest_count = 0
    
    بۆ i, element لەناو ژمارە_بکەرەوە(lst):
        ئەگەر درێژی(ڕستە(element)) > درێژی(longest_element):
            longest_element = ڕستە(element)
            longest_index = i
            longest_count = 1
        ئەگەرنا_ئەگەر... درێژی(ڕستە(element)) == درێژی(longest_element):
            longest_count += 1
    
    گەڕانەوە longest_element, longest_index, longest_count

 #Example usage:
lst = [1, 2.5, 'abc', 'defg', 10.25, -5, 'abcdefg']
longest_element, longest_index, longest_count = find_longest_element(lst)

چاپکردن(""Longest Element:"", longest_element)
چاپکردن(""Index of Longest Element:"", longest_index)
چاپکردن(""Total Occurrences of Longest Element:"", longest_count)"
"import math

def is_prime(num):
    if num <= 1:
        return ""Composite""

    for i in range(2, int(math.sqrt(num)) + 1):
        if num % i == 0:
            return ""Composite""

    return ""Prime""","هاوردەکردن math

پێناسەکردن is_prime(num):
    ئەگەر num <= 1:
        گەڕانەوە ""Composite""

    بۆ i لەناو ڕێژە(2, ژمارەیەکی_تەواو(math.sqrt(num)) + 1):
        ئەگەر num % i == 0:
            گەڕانەوە ""Composite""

    گەڕانەوە ""Prime"""
"def print_primes_without_five(lower, upper):
    # Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
    # all entries it as true.
    is_prime = [True] * (upper + 1)
    is_prime[0] = is_prime[1] = False

    # Step 2: Mark all the multiples of prime numbers starting from 2
    # as false.
    p = 2
    while p * p <= upper:
        if is_prime[p]:
            for i in range(p * p, upper + 1, p):
                is_prime[i] = False
        p += 1

    # Step 3: Print all prime numbers in the given range excluding
    # numbers containing the digit 5.
    for num in range(lower, upper + 1):
        if is_prime[num] and '5' not in str(num):
            print(num)","پێناسەکردن print_primes_without_five(کەمتر, پیتی_گەورە):
     #Step 1: Create a boolean array ""is_prime[0..upper]"" and initialize
     #all entries it as true.
    is_prime = [ڕاست] * (پیتی_گەورە + 1)
    is_prime[0] = is_prime[1] = هەڵە

     #Step 2: Mark all the multiples of prime numbers starting from 2
     #as false.
    p = 2
    لەکاتێکدا p * p <= پیتی_گەورە:
        ئەگەر is_prime[p]:
            بۆ i لەناو ڕێژە(p * p, پیتی_گەورە + 1, p):
                is_prime[i] = هەڵە
        p += 1

     #Step 3: Print all prime numbers in the given range excluding
     #numbers containing the digit 5.
    بۆ num لەناو ڕێژە(کەمتر, پیتی_گەورە + 1):
        ئەگەر is_prime[num] و '5' نەخێر لەناو ڕستە(num):
            چاپکردن(num)"
"import time

# Function to check if a number is prime
def is_prime(n):
    if n < 2:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True

# Caching mechanism for prime numbers
prime_cache = {}

# Modified function to check if a number is prime using caching
def is_prime_cached(n):
    if n in prime_cache:
        return prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    return prime

# Timer function
def timer(func):
    def wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        print(f""Execution time: {end - start} seconds"")
        return result
    return wrapper

# List comprehension to generate the list of prime numbers
@timer
def generate_prime_palindromic_fibonacci():
    return [num for num in range(10000, 20001) if is_prime_cached(num) and str(num) == str(num)[::-1] and is_fibonacci(num)]

# Function to check if a number is a Fibonacci number
def is_fibonacci(n):
    a, b = 0, 1
    while b < n:
        a, b = b, a + b
    return b == n

# Test the function
primes = generate_prime_palindromic_fibonacci()
print(primes)","هاوردەکردن time

 #Function to check if a number is prime
پێناسەکردن is_prime(n):
    ئەگەر n < 2:
        گەڕانەوە هەڵە
    بۆ i لەناو ڕێژە(2, ژمارەیەکی_تەواو(n**0.5) + 1):
        ئەگەر n % i == 0:
            گەڕانەوە هەڵە
    گەڕانەوە ڕاست

 #Caching mechanism for prime numbers
prime_cache = {}

 #Modified function to check if a number is prime using caching
پێناسەکردن is_prime_cached(n):
    ئەگەر n لەناو prime_cache:
        گەڕانەوە prime_cache[n]
    prime = is_prime(n)
    prime_cache[n] = prime
    گەڕانەوە prime

 #Timer function
پێناسەکردن timer(func):
    پێناسەکردن wrapper(*args, **kwargs):
        start = time.time()
        result = func(*args, **kwargs)
        end = time.time()
        چاپکردن(f""Execution time: {end - start} seconds"")
        گەڕانەوە result
    گەڕانەوە wrapper

 #List comprehension to generate the list of prime numbers
@timer
پێناسەکردن generate_prime_palindromic_fibonacci():
    گەڕانەوە [num بۆ num لەناو ڕێژە(10000, 20001) ئەگەر is_prime_cached(num) و ڕستە(num) == ڕستە(num)[::-1] و is_fibonacci(num)]

 #Function to check if a number is a Fibonacci number
پێناسەکردن is_fibonacci(n):
    a, b = 0, 1
    لەکاتێکدا b < n:
        a, b = b, a + b
    گەڕانەوە b == n

 #Test the function
primes = generate_prime_palindromic_fibonacci()
چاپکردن(primes)"
"import math

def average_list(lst):
    if not lst:
        return None
    
    if len(lst) == 1:
        return lst[0]
    
    total = 0
    count = 0
    
    for num in lst:
        if not isinstance(num, (int, float)):
            raise ValueError(""List contains non-numeric elements"")
        
        if isinstance(num, complex):
            raise ValueError(""List contains complex numbers"")
        
        if math.isnan(num):
            raise ValueError(""List contains NaN values"")
        
        if math.isinf(num):
            raise ValueError(""List contains infinity or negative infinity values"")
        
        if abs(num) > 1e308:
            raise ValueError(""List contains numbers that are too large"")
        
        total += num
        count += 1
    
    return total / count","هاوردەکردن math

پێناسەکردن average_list(lst):
    ئەگەر نەخێر lst:
        گەڕانەوە None
    
    ئەگەر درێژی(lst) == 1:
        گەڕانەوە lst[0]
    
    total = 0
    گێرانەوە = 0
    
    بۆ num لەناو lst:
        ئەگەر نەخێر نموونەیە(num, (ژمارەیەکی_تەواو, خاڵی_هەڵدەفڕێت)):
            ئیستسنای_بەرز_بکەنەوە هەڵەی_بەها(""List contains non-numeric elements"")
        
        ئەگەر نموونەیە(num, ئاڵۆز):
            ئیستسنای_بەرز_بکەنەوە هەڵەی_بەها(""List contains complex numbers"")
        
        ئەگەر math.isnan(num):
            ئیستسنای_بەرز_بکەنەوە هەڵەی_بەها(""List contains NaN values"")
        
        ئەگەر math.isinf(num):
            ئیستسنای_بەرز_بکەنەوە هەڵەی_بەها(""List contains infinity or negative infinity values"")
        
        ئەگەر بەهای_ڕەها(num) > 1e308:
            ئیستسنای_بەرز_بکەنەوە هەڵەی_بەها(""List contains numbers that are too large"")
        
        total += num
        گێرانەوە += 1
    
    گەڕانەوە total / گێرانەوە"
